SurfaceIndex,Method,ExecutionTime,numberPoints
676,Direct Method,29.3679,435172
677,Compute Shader Z-Buffer,0.0005845,435172
677,Z-Buffer,0.0465069,435172
677,Direct Method,27.9762,435172
678,Compute Shader Z-Buffer,0.0005693,435172
678,Z-Buffer,0.0440742,435172
678,Direct Method,28.0424,435172
679,Compute Shader Z-Buffer,0.0006284,435172
679,Z-Buffer,0.0453576,435172
679,Direct Method,28.2135,435172
680,Compute Shader Z-Buffer,0.0004252,435172
680,Z-Buffer,0.045819,435172
680,Direct Method,26.8025,435172
681,Compute Shader Z-Buffer,0.0004963,435172
681,Z-Buffer,0.0443406,435172
681,Direct Method,27.1438,435172
682,Compute Shader Z-Buffer,0.0004888,435172
682,Z-Buffer,0.0474019,435172
682,Direct Method,27.9571,435172
683,Compute Shader Z-Buffer,0.0005116,435172
683,Z-Buffer,0.04643,435172
683,Direct Method,27.7642,435172
684,Compute Shader Z-Buffer,0.0006021,435172
684,Z-Buffer,0.0432577,435172
684,Direct Method,27.3004,435172
685,Compute Shader Z-Buffer,0.0004625,435172
685,Z-Buffer,0.0523046,435172
685,Direct Method,28.6881,435172
686,Compute Shader Z-Buffer,0.0006687,435172
686,Z-Buffer,0.0435252,435172
686,Direct Method,29.3983,435172
687,Compute Shader Z-Buffer,0.0005395,435172
687,Z-Buffer,0.0433273,435172
687,Direct Method,29.3188,435172
688,Compute Shader Z-Buffer,0.0005287,435172
688,Z-Buffer,0.0472088,435172
688,Direct Method,27.4823,435172
689,Compute Shader Z-Buffer,0.0006054,435172
689,Z-Buffer,0.0444074,435172
689,Direct Method,29.8375,435172
690,Compute Shader Z-Buffer,0.0004394,435172
690,Z-Buffer,0.0432236,435172
690,Direct Method,32.2026,435172
691,Compute Shader Z-Buffer,0.0004378,435172
691,Z-Buffer,0.0456343,435172
691,Direct Method,30.4331,435172
692,Compute Shader Z-Buffer,0.0004418,435172
692,Z-Buffer,0.0433956,435172
692,Direct Method,29.6293,435172
693,Compute Shader Z-Buffer,0.0005568,435172
693,Z-Buffer,0.0475347,435172
693,Direct Method,30.2476,435172
694,Compute Shader Z-Buffer,0.0004584,435172
694,Z-Buffer,0.0482835,435172
694,Direct Method,30.4012,435172
695,Compute Shader Z-Buffer,0.0005512,435172
695,Z-Buffer,0.0437911,435172
695,Direct Method,28.5208,435172
696,Compute Shader Z-Buffer,0.0006283,435172
696,Z-Buffer,0.0446062,435172
696,Direct Method,28.7071,435172
697,Compute Shader Z-Buffer,0.0005902,435172
697,Z-Buffer,0.0482968,435172
697,Direct Method,27.8901,435172
698,Compute Shader Z-Buffer,0.0004272,435172
698,Z-Buffer,0.0460803,435172
698,Direct Method,29.0028,435172
699,Compute Shader Z-Buffer,0.0004394,435172
699,Z-Buffer,0.0472456,435172
699,Direct Method,26.47,435172
700,Compute Shader Z-Buffer,0.000496,435172
700,Z-Buffer,0.0448577,435172
700,Direct Method,28.627,435172
701,Compute Shader Z-Buffer,0.0005389,435172
701,Z-Buffer,0.0445915,435172
701,Direct Method,27.1103,435172
702,Compute Shader Z-Buffer,0.000464,435172
702,Z-Buffer,0.0454105,435172
702,Direct Method,25.5699,435172
703,Compute Shader Z-Buffer,0.000549,435172
703,Z-Buffer,0.0427952,435172
703,Direct Method,30.1671,435172
704,Compute Shader Z-Buffer,0.0004907,435172
704,Z-Buffer,0.0473575,435172
704,Direct Method,27.8522,435172
705,Compute Shader Z-Buffer,0.0005715,435172
705,Z-Buffer,0.0456197,435172
705,Direct Method,29.3076,435172
706,Compute Shader Z-Buffer,0.0005921,435172
706,Z-Buffer,0.0450995,435172
706,Direct Method,29.4323,435172
707,Compute Shader Z-Buffer,0.0006503,435172
707,Z-Buffer,0.0456778,435172
707,Direct Method,29.3498,435172
708,Compute Shader Z-Buffer,0.0005052,435172
708,Z-Buffer,0.04532,435172
708,Direct Method,29.0902,435172
709,Compute Shader Z-Buffer,0.0004171,435172
709,Z-Buffer,0.0445131,435172
709,Direct Method,28.1454,435172
710,Compute Shader Z-Buffer,0.0004812,435172
710,Z-Buffer,0.0432595,435172
710,Direct Method,29.0261,435172
711,Compute Shader Z-Buffer,0.0004113,435172
711,Z-Buffer,0.0474289,435172
711,Direct Method,26.6767,435172
712,Compute Shader Z-Buffer,0.0005518,435172
712,Z-Buffer,0.0432838,435172
712,Direct Method,29.5527,435172
713,Compute Shader Z-Buffer,0.0004935,435172
713,Z-Buffer,0.0437164,435172
713,Direct Method,29.0128,435172
714,Compute Shader Z-Buffer,0.0005219,435172
714,Z-Buffer,0.0448586,435172
714,Direct Method,29.2631,435172
715,Compute Shader Z-Buffer,0.0004942,435172
715,Z-Buffer,0.0459277,435172
715,Direct Method,25.4346,435172
716,Compute Shader Z-Buffer,0.0006653,435172
716,Z-Buffer,0.0444031,435172
716,Direct Method,30.8044,435172
717,Compute Shader Z-Buffer,0.0004271,435172
717,Z-Buffer,0.0458756,435172
717,Direct Method,31.0887,435172
718,Compute Shader Z-Buffer,0.0004207,435172
718,Z-Buffer,0.0461847,435172
718,Direct Method,29.9481,435172
719,Compute Shader Z-Buffer,0.0004171,435172
719,Z-Buffer,0.0472518,435172
719,Direct Method,30.5309,435172
720,Compute Shader Z-Buffer,0.0004609,435172
720,Z-Buffer,0.0449662,435172
720,Direct Method,29.2299,435172
721,Compute Shader Z-Buffer,0.0006775,435172
721,Z-Buffer,0.043535,435172
721,Direct Method,30.9942,435172
722,Compute Shader Z-Buffer,0.0004096,435172
722,Z-Buffer,0.0432284,435172
722,Direct Method,29.3853,435172
723,Compute Shader Z-Buffer,0.0004404,435172
723,Z-Buffer,0.0432618,435172
723,Direct Method,29.4602,435172
724,Compute Shader Z-Buffer,0.0004391,435172
724,Z-Buffer,0.0454831,435172
724,Direct Method,29.839,435172
725,Compute Shader Z-Buffer,0.0004362,435172
725,Z-Buffer,0.0489091,435172
725,Direct Method,29.9349,435172
726,Compute Shader Z-Buffer,0.0004353,435172
726,Z-Buffer,0.0458912,435172
726,Direct Method,30.1448,435172
727,Compute Shader Z-Buffer,0.0005168,435172
727,Z-Buffer,0.044151,435172
727,Direct Method,29.2779,435172
728,Compute Shader Z-Buffer,0.0004679,435172
728,Z-Buffer,0.0453027,435172
728,Direct Method,27.9476,435172
729,Compute Shader Z-Buffer,0.0006804,435172
729,Z-Buffer,0.0502799,435172
729,Direct Method,27.9644,435172
730,Compute Shader Z-Buffer,0.0004291,435172
730,Z-Buffer,0.0454097,435172
730,Direct Method,26.7418,435172
731,Compute Shader Z-Buffer,0.0004633,435172
731,Z-Buffer,0.0440252,435172
731,Direct Method,30.6571,435172
732,Compute Shader Z-Buffer,0.0004368,435172
732,Z-Buffer,0.0432434,435172
732,Direct Method,29.0471,435172
733,Compute Shader Z-Buffer,0.0006283,435172
733,Z-Buffer,0.0489679,435172
733,Direct Method,32.0007,435172
734,Compute Shader Z-Buffer,0.0006298,435172
734,Z-Buffer,0.0446345,435172
734,Direct Method,31.0271,435172
735,Compute Shader Z-Buffer,0.0004126,435172
735,Z-Buffer,0.0434176,435172
735,Direct Method,31.7982,435172
736,Compute Shader Z-Buffer,0.0004275,435172
736,Z-Buffer,0.0441772,435172
736,Direct Method,31.8079,435172
737,Compute Shader Z-Buffer,0.0004671,435172
737,Z-Buffer,0.0449591,435172
737,Direct Method,29.9401,435172
738,Compute Shader Z-Buffer,0.0006928,435172
738,Z-Buffer,0.0478413,435172
738,Direct Method,29.6793,435172
739,Compute Shader Z-Buffer,0.0006597,435172
739,Z-Buffer,0.0465101,435172
739,Direct Method,27.9348,435172
740,Compute Shader Z-Buffer,0.0004845,435172
740,Z-Buffer,0.043128,435172
740,Direct Method,27.7962,435172
741,Compute Shader Z-Buffer,0.0006411,435172
741,Z-Buffer,0.0474093,435172
741,Direct Method,29.9369,435172
742,Compute Shader Z-Buffer,0.000451,435172
742,Z-Buffer,0.0428423,435172
742,Direct Method,29.4322,435172
743,Compute Shader Z-Buffer,0.0006457,435172
743,Z-Buffer,0.0487862,435172
743,Direct Method,27.4287,435172
744,Compute Shader Z-Buffer,0.0006537,435172
744,Z-Buffer,0.0445079,435172
744,Direct Method,27.22,435172
745,Compute Shader Z-Buffer,0.0005524,435172
745,Z-Buffer,0.0476252,435172
745,Direct Method,29.4136,435172
746,Compute Shader Z-Buffer,0.0006094,435172
746,Z-Buffer,0.0438649,435172
746,Direct Method,29.5538,435172
747,Compute Shader Z-Buffer,0.0006016,435172
747,Z-Buffer,0.04593,435172
747,Direct Method,30.9723,435172
748,Compute Shader Z-Buffer,0.000504,435172
748,Z-Buffer,0.0458686,435172
748,Direct Method,30.3501,435172
749,Compute Shader Z-Buffer,0.0006945,435172
749,Z-Buffer,0.045861,435172
749,Direct Method,31.7355,435172
750,Compute Shader Z-Buffer,0.0004179,435172
750,Z-Buffer,0.0486275,435172
750,Direct Method,30.1894,435172
751,Compute Shader Z-Buffer,0.0006545,435172
751,Z-Buffer,0.047027,435172
751,Direct Method,29.1123,435172
752,Compute Shader Z-Buffer,0.0005388,435172
752,Z-Buffer,0.0448053,435172
752,Direct Method,27.6245,435172
753,Compute Shader Z-Buffer,0.0007044,435172
753,Z-Buffer,0.0429665,435172
753,Direct Method,30.6989,435172
754,Compute Shader Z-Buffer,0.0004952,435172
754,Z-Buffer,0.0436398,435172
754,Direct Method,28.7863,435172
755,Compute Shader Z-Buffer,0.0005772,435172
755,Z-Buffer,0.0453653,435172
755,Direct Method,29.0697,435172
756,Compute Shader Z-Buffer,0.0004012,435172
756,Z-Buffer,0.0436022,435172
756,Direct Method,29.8198,435172
757,Compute Shader Z-Buffer,0.0006812,435172
757,Z-Buffer,0.0442393,435172
757,Direct Method,29.7198,435172
758,Compute Shader Z-Buffer,0.0006178,435172
758,Z-Buffer,0.0468938,435172
758,Direct Method,30.3271,435172
759,Compute Shader Z-Buffer,0.0004216,435172
759,Z-Buffer,0.0467295,435172
759,Direct Method,29.1771,435172
760,Compute Shader Z-Buffer,0.0005678,435172
760,Z-Buffer,0.0431872,435172
760,Direct Method,29.7456,435172
761,Compute Shader Z-Buffer,0.0005615,435172
761,Z-Buffer,0.0453818,435172
761,Direct Method,28.8779,435172
762,Compute Shader Z-Buffer,0.0005362,435172
762,Z-Buffer,0.0443297,435172
762,Direct Method,27.7565,435172
763,Compute Shader Z-Buffer,0.0004443,435172
763,Z-Buffer,0.0467001,435172
763,Direct Method,28.0126,435172
764,Compute Shader Z-Buffer,0.0004837,435172
764,Z-Buffer,0.0474962,435172
764,Direct Method,29.9584,435172
765,Compute Shader Z-Buffer,0.0005627,435172
765,Z-Buffer,0.0446868,435172
765,Direct Method,27.6797,435172
766,Compute Shader Z-Buffer,0.0004187,435172
766,Z-Buffer,0.0431257,435172
766,Direct Method,31.4076,435172
767,Compute Shader Z-Buffer,0.0005206,435172
767,Z-Buffer,0.047778,435172
767,Direct Method,27.6535,435172
768,Compute Shader Z-Buffer,0.0004628,435172
768,Z-Buffer,0.0429229,435172
768,Direct Method,28.4841,435172
769,Compute Shader Z-Buffer,0.0006069,435172
769,Z-Buffer,0.045646,435172
769,Direct Method,29.832,435172
770,Compute Shader Z-Buffer,0.0006964,435172
770,Z-Buffer,0.0456843,435172
770,Direct Method,30.0792,435172
771,Compute Shader Z-Buffer,0.0004236,435172
771,Z-Buffer,0.0450294,435172
771,Direct Method,29.5444,435172
772,Compute Shader Z-Buffer,0.0004189,435172
772,Z-Buffer,0.04289,435172
772,Direct Method,30.9302,435172
773,Compute Shader Z-Buffer,0.0004253,435172
773,Z-Buffer,0.0426589,435172
773,Direct Method,30.2127,435172
774,Compute Shader Z-Buffer,0.0004348,435172
774,Z-Buffer,0.0494447,435172
774,Direct Method,28.5981,435172
775,Compute Shader Z-Buffer,0.0005809,435172
775,Z-Buffer,0.0448513,435172
775,Direct Method,31.2739,435172
776,Compute Shader Z-Buffer,0.0005295,435172
776,Z-Buffer,0.044445,435172
776,Direct Method,29.2125,435172
777,Compute Shader Z-Buffer,0.0005593,435172
777,Z-Buffer,0.0502875,435172
777,Direct Method,30.6907,435172
778,Compute Shader Z-Buffer,0.0004373,435172
778,Z-Buffer,0.0443246,435172
778,Direct Method,30.4565,435172
779,Compute Shader Z-Buffer,0.0005336,435172
779,Z-Buffer,0.0450781,435172
779,Direct Method,27.0662,435172
780,Compute Shader Z-Buffer,0.0004593,435172
780,Z-Buffer,0.0443118,435172
780,Direct Method,27.7349,435172
781,Compute Shader Z-Buffer,0.0004375,435172
781,Z-Buffer,0.0444265,435172
781,Direct Method,26.8611,435172
782,Compute Shader Z-Buffer,0.0006608,435172
782,Z-Buffer,0.0441609,435172
782,Direct Method,27.594,435172
783,Compute Shader Z-Buffer,0.0004299,435172
783,Z-Buffer,0.0475304,435172
783,Direct Method,29.5914,435172
784,Compute Shader Z-Buffer,0.0004399,435172
784,Z-Buffer,0.043965,435172
784,Direct Method,28.5246,435172
785,Compute Shader Z-Buffer,0.0004824,435172
785,Z-Buffer,0.0496671,435172
785,Direct Method,29.3225,435172
786,Compute Shader Z-Buffer,0.0005625,435172
786,Z-Buffer,0.0471146,435172
786,Direct Method,27.4663,435172
787,Compute Shader Z-Buffer,0.0005951,435172
787,Z-Buffer,0.0442843,435172
787,Direct Method,29.1109,435172
788,Compute Shader Z-Buffer,0.0004606,435172
788,Z-Buffer,0.045635,435172
788,Direct Method,29.016,435172
789,Compute Shader Z-Buffer,0.000585,435172
789,Z-Buffer,0.0445587,435172
789,Direct Method,29.7553,435172
790,Compute Shader Z-Buffer,0.0004914,435172
790,Z-Buffer,0.0457741,435172
790,Direct Method,26.6963,435172
791,Compute Shader Z-Buffer,0.0004715,435172
791,Z-Buffer,0.0447534,435172
791,Direct Method,29.9349,435172
792,Compute Shader Z-Buffer,0.0005165,435172
792,Z-Buffer,0.0439544,435172
792,Direct Method,30.807,435172
793,Compute Shader Z-Buffer,0.0004396,435172
793,Z-Buffer,0.0445893,435172
793,Direct Method,27.8916,435172
794,Compute Shader Z-Buffer,0.0004661,435172
794,Z-Buffer,0.0429288,435172
794,Direct Method,30.1503,435172
795,Compute Shader Z-Buffer,0.0004743,435172
795,Z-Buffer,0.0436606,435172
795,Direct Method,32.7691,435172
796,Compute Shader Z-Buffer,0.0005894,435172
796,Z-Buffer,0.0448121,435172
796,Direct Method,29.9524,435172
797,Compute Shader Z-Buffer,0.0004318,435172
797,Z-Buffer,0.0442234,435172
797,Direct Method,29.3685,435172
798,Compute Shader Z-Buffer,0.0005409,435172
798,Z-Buffer,0.0450408,435172
798,Direct Method,29.9875,435172
799,Compute Shader Z-Buffer,0.0005753,435172
799,Z-Buffer,0.0453544,435172
799,Direct Method,28.7394,435172
800,Compute Shader Z-Buffer,0.0005031,435172
800,Z-Buffer,0.0469793,435172
800,Direct Method,31.7824,435172
801,Compute Shader Z-Buffer,0.0006848,435172
801,Z-Buffer,0.0428599,435172
801,Direct Method,31.5423,435172
802,Compute Shader Z-Buffer,0.0004395,435172
802,Z-Buffer,0.0438683,435172
802,Direct Method,30.5168,435172
803,Compute Shader Z-Buffer,0.0006804,435172
803,Z-Buffer,0.0433715,435172
803,Direct Method,31.6149,435172
804,Compute Shader Z-Buffer,0.0004165,435172
804,Z-Buffer,0.045708,435172
804,Direct Method,30.4128,435172
805,Compute Shader Z-Buffer,0.0004504,435172
805,Z-Buffer,0.0459677,435172
805,Direct Method,29.018,435172
806,Compute Shader Z-Buffer,0.0005404,435172
806,Z-Buffer,0.0429848,435172
806,Direct Method,27.5124,435172
807,Compute Shader Z-Buffer,0.0005691,435172
807,Z-Buffer,0.0436156,435172
807,Direct Method,30.352,435172
808,Compute Shader Z-Buffer,0.0004157,435172
808,Z-Buffer,0.0468668,435172
808,Direct Method,29.8369,435172
809,Compute Shader Z-Buffer,0.000416,435172
809,Z-Buffer,0.044208,435172
809,Direct Method,31.8511,435172
810,Compute Shader Z-Buffer,0.0004254,435172
810,Z-Buffer,0.0481816,435172
810,Direct Method,29.8758,435172
811,Compute Shader Z-Buffer,0.0004179,435172
811,Z-Buffer,0.0448781,435172
811,Direct Method,29.1625,435172
812,Compute Shader Z-Buffer,0.0007119,435172
812,Z-Buffer,0.0444813,435172
812,Direct Method,30.6819,435172
813,Compute Shader Z-Buffer,0.0005511,435172
813,Z-Buffer,0.0447384,435172
813,Direct Method,32.6364,435172
814,Compute Shader Z-Buffer,0.0004688,435172
814,Z-Buffer,0.0490975,435172
814,Direct Method,29.958,435172
815,Compute Shader Z-Buffer,0.0005987,435172
815,Z-Buffer,0.0486513,435172
815,Direct Method,32.7424,435172
816,Compute Shader Z-Buffer,0.0006124,435172
816,Z-Buffer,0.0428758,435172
816,Direct Method,27.4652,435172
817,Compute Shader Z-Buffer,0.0005263,435172
817,Z-Buffer,0.0440757,435172
817,Direct Method,31.2917,435172
818,Compute Shader Z-Buffer,0.0006349,435172
818,Z-Buffer,0.04425,435172
818,Direct Method,27.5029,435172
819,Compute Shader Z-Buffer,0.0004266,435172
819,Z-Buffer,0.0433919,435172
819,Direct Method,28.4792,435172
820,Compute Shader Z-Buffer,0.0004649,435172
820,Z-Buffer,0.0450547,435172
820,Direct Method,28.2859,435172
821,Compute Shader Z-Buffer,0.0005508,435172
821,Z-Buffer,0.0459393,435172
821,Direct Method,27.9759,435172
822,Compute Shader Z-Buffer,0.0004661,435172
822,Z-Buffer,0.0467358,435172
822,Direct Method,26.9581,435172
823,Compute Shader Z-Buffer,0.0005778,435172
823,Z-Buffer,0.0451263,435172
823,Direct Method,27.1833,435172
824,Compute Shader Z-Buffer,0.0004819,435172
824,Z-Buffer,0.0450917,435172
824,Direct Method,30.3029,435172
825,Compute Shader Z-Buffer,0.0004957,435172
825,Z-Buffer,0.0462139,435172
825,Direct Method,28.4612,435172
826,Compute Shader Z-Buffer,0.0004804,435172
826,Z-Buffer,0.0452086,435172
826,Direct Method,30.6,435172
827,Compute Shader Z-Buffer,0.0004834,435172
827,Z-Buffer,0.0430016,435172
827,Direct Method,32.1708,435172
828,Compute Shader Z-Buffer,0.0004304,435172
828,Z-Buffer,0.0438963,435172
828,Direct Method,28.1551,435172
829,Compute Shader Z-Buffer,0.000558,435172
829,Z-Buffer,0.0446789,435172
829,Direct Method,32.6387,435172
830,Compute Shader Z-Buffer,0.0004597,435172
830,Z-Buffer,0.0430224,435172
830,Direct Method,31.6539,435172
831,Compute Shader Z-Buffer,0.0007581,435172
831,Z-Buffer,0.0432864,435172
831,Direct Method,31.0863,435172
832,Compute Shader Z-Buffer,0.0004522,435172
832,Z-Buffer,0.0479203,435172
832,Direct Method,27.3428,435172
833,Compute Shader Z-Buffer,0.000535,435172
833,Z-Buffer,0.0450965,435172
833,Direct Method,27.2239,435172
834,Compute Shader Z-Buffer,0.0004895,435172
834,Z-Buffer,0.0444072,435172
834,Direct Method,30.5464,435172
835,Compute Shader Z-Buffer,0.0004305,435172
835,Z-Buffer,0.0449077,435172
835,Direct Method,29.4548,435172
836,Compute Shader Z-Buffer,0.0004343,435172
836,Z-Buffer,0.0458221,435172
836,Direct Method,30.5356,435172
837,Compute Shader Z-Buffer,0.0004512,435172
837,Z-Buffer,0.0451396,435172
837,Direct Method,31.0228,435172
838,Compute Shader Z-Buffer,0.0004778,435172
838,Z-Buffer,0.0440905,435172
838,Direct Method,30.4847,435172
839,Compute Shader Z-Buffer,0.0005697,435172
839,Z-Buffer,0.0441855,435172
839,Direct Method,29.0601,435172
840,Compute Shader Z-Buffer,0.0007178,435172
840,Z-Buffer,0.0436897,435172
840,Direct Method,27.5593,435172
841,Compute Shader Z-Buffer,0.0005709,435172
841,Z-Buffer,0.0436772,435172
841,Direct Method,28.5323,435172
842,Compute Shader Z-Buffer,0.0005137,435172
842,Z-Buffer,0.0448895,435172
842,Direct Method,29.1119,435172
843,Compute Shader Z-Buffer,0.0003875,435172
843,Z-Buffer,0.0474591,435172
843,Direct Method,30.3163,435172
844,Compute Shader Z-Buffer,0.0004432,435172
844,Z-Buffer,0.0436462,435172
844,Direct Method,29.6433,435172
845,Compute Shader Z-Buffer,0.0004277,435172
845,Z-Buffer,0.0464533,435172
845,Direct Method,29.7359,435172
846,Compute Shader Z-Buffer,0.0004343,435172
846,Z-Buffer,0.0447888,435172
846,Direct Method,30.0278,435172
847,Compute Shader Z-Buffer,0.0005807,435172
847,Z-Buffer,0.0438247,435172
847,Direct Method,29.4035,435172
848,Compute Shader Z-Buffer,0.0004646,435172
848,Z-Buffer,0.0457348,435172
848,Direct Method,28.7756,435172
849,Compute Shader Z-Buffer,0.0004689,435172
849,Z-Buffer,0.0446728,435172
849,Direct Method,30.2704,435172
850,Compute Shader Z-Buffer,0.0006592,435172
850,Z-Buffer,0.0438216,435172
850,Direct Method,29.9587,435172
851,Compute Shader Z-Buffer,0.0004391,435172
851,Z-Buffer,0.0443571,435172
851,Direct Method,28.8491,435172
852,Compute Shader Z-Buffer,0.0005611,435172
852,Z-Buffer,0.0443882,435172
852,Direct Method,27.934,435172
853,Compute Shader Z-Buffer,0.0006827,435172
853,Z-Buffer,0.0430326,435172
853,Direct Method,27.2511,435172
854,Compute Shader Z-Buffer,0.0005541,435172
854,Z-Buffer,0.0436282,435172
854,Direct Method,27.4101,435172
855,Compute Shader Z-Buffer,0.0004883,435172
855,Z-Buffer,0.0436521,435172
855,Direct Method,27.5164,435172
856,Compute Shader Z-Buffer,0.0006798,435172
856,Z-Buffer,0.0504667,435172
856,Direct Method,30.2757,435172
857,Compute Shader Z-Buffer,0.0004205,435172
857,Z-Buffer,0.0468184,435172
857,Direct Method,29.5144,435172
858,Compute Shader Z-Buffer,0.0004829,435172
858,Z-Buffer,0.0445796,435172
858,Direct Method,31.9386,435172
859,Compute Shader Z-Buffer,0.0004267,435172
859,Z-Buffer,0.04446,435172
859,Direct Method,29.5483,435172
860,Compute Shader Z-Buffer,0.0005789,435172
860,Z-Buffer,0.0426994,435172
860,Direct Method,28.9312,435172
